S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count
26.31,27.75,26.06,26.38,150,239,181,10,2.58,0.52,2.34,0.67,1200,2.18076923077,1,1,3
25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0,0,0,0
25.44,25.5,25.0,25.75,0,0,0,0,0.07,0.04,0.07,0.06,385,-0.0384615384615,0,0,0
26.25,26.38,25.88,26.38,150,235,186,10,0.14,0.37,0.28,0.08,1030,1.93846153846,1,1,3
25.38,25.38,25.0,25.88,0,0,0,0,0.09,0.05,0.07,0.1,355,0.0,0,0,0
26.38,28.06,26.13,26.44,142,227,173,10,0.26,0.06,0.1,0.06,1245,0.846153846154,0,0,3
25.13,25.19,24.56,25.44,0,0,0,0,0.07,0.05,0.06,0.06,355,-0.103846153846,0,0,0
25.06,25.13,24.75,25.69,10,11,49,34,0.08,0.05,0.06,0.11,355,0.0,0,0,0
25.38,25.38,25.0,25.5,0,0,0,0,0.07,0.05,0.06,0.08,360,-0.219230769231,0,0,0
25.25,25.31,24.88,25.44,0,0,0,0,0.07,0.04,0.06,0.09,345,0.0,0,0,0
25.38,25.38,24.88,25.81,0,0,0,0,0.07,0.05,0.06,0.06,365,0.0,0,0,0
25.0,25.0,24.63,25.44,7,8,37,24,0.07,0.04,0.05,0.1,355,0.0,0,0,0
25.88,26.81,25.5,26.31,120,25,47,35,0.13,0.07,0.06,0.06,420,0.111538461538,1,0,1
25.38,25.38,24.94,25.88,0,0,0,0,0.08,0.05,0.06,0.11,355,0.0,0,0,0
25.19,25.25,24.81,25.25,0,0,0,0,0.07,0.04,0.05,0.08,345,0.0,0,0,0
25.13,25.13,24.63,25.44,6,6,32,20,0.08,0.05,0.06,0.1,350,0.0,0,0,0
25.63,25.56,25.19,25.81,0,0,0,0,0.06,0.04,0.06,0.07,460,-2.24230769231,0,0,0
25.75,25.88,25.44,25.81,0,0,0,0,0.08,0.05,0.05,0.09,735,-1.42307692308,0,0,0
25.69,25.69,25.31,25.88,0,0,0,0,0.07,0.05,0.06,0.07,640,-2.31538461538,0,0,0
25.19,25.25,24.81,25.31,0,0,0,0,0.07,0.04,0.05,0.08,345,0.0,0,0,0
25.44,25.44,24.94,25.56,0,0,0,0,0.06,0.05,0.06,0.06,375,0.0,0,0,0
25.19,25.19,24.63,25.5,0,0,0,0,0.06,0.04,0.05,0.06,360,-0.0923076923077,0,0,0
25.38,25.44,25.06,25.81,0,0,0,0,0.13,0.05,0.06,0.1,355,0.0461538461538,0,0,0
25.38,25.38,24.88,25.75,0,0,0,0,0.06,0.05,0.06,0.06,365,0.0,0,0,0
25.38,25.38,25.0,25.88,0,0,0,0,0.08,0.04,0.07,0.1,355,0.0,0,0,0
25.31,25.31,24.94,25.44,0,0,0,0,0.07,0.05,0.06,0.09,350,-0.115384615385,0,0,0
26.13,25.88,25.69,26.31,117,22,185,10,0.66,0.67,1.74,0.61,725,1.85769230769,1,1,2
26.13,25.75,25.75,26.31,116,26,188,19,0.34,0.44,1.58,0.37,680,2.30769230769,0,1,2
25.25,25.31,24.69,25.63,0,0,0,0,0.06,0.04,0.06,0.06,360,0.0,0,0,0
25.44,25.38,25.06,25.94,0,0,0,0,0.08,0.05,0.07,0.1,355,0.0,0,0,0
25.5,25.44,25.13,25.63,0,0,0,0,0.07,0.05,0.06,0.09,385,-0.219230769231,0,0,0
25.44,25.44,25.38,26.19,14,18,69,49,0.08,0.05,0.06,0.11,355,0.0,0,0,0
25.31,25.31,24.75,25.69,0,0,0,0,0.07,0.06,0.07,0.06,360,-0.0576923076923,0,0,0
25.38,25.31,24.88,25.81,0,0,0,0,0.08,0.04,0.05,0.11,355,0.0,0,0,0
25.06,24.81,24.63,25.56,123,35,58,44,0.23,0.07,0.08,0.06,395,-0.542307692308,1,0,1
25.25,25.25,24.81,25.31,0,0,0,0,0.07,0.05,0.06,0.09,345,0.0,0,0,0
26.38,27.56,26.06,26.38,140,228,180,10,1.06,1.23,1.44,0.4,1265,2.2,1,1,3
25.44,25.44,25.13,26.0,0,0,0,0,0.07,0.05,0.05,0.1,355,-0.0423076923077,0,0,0
26.19,25.75,25.75,26.38,116,25,184,14,0.09,0.05,0.06,0.07,720,1.81538461538,0,1,2
26.0,26.19,25.81,26.31,17,21,95,58,0.07,0.05,0.06,0.06,830,-5.25769230769,0,0,0
26.31,26.63,26.06,26.44,150,236,180,10,0.17,0.2,0.54,0.14,1160,2.85769230769,0,0,3
25.38,25.38,24.94,25.75,0,0,0,0,0.07,0.04,0.06,0.1,355,0.0,0,0,0
25.44,25.56,24.94,25.75,155,236,69,54,1.33,0.78,0.18,0.11,485,1.16153846154,1,1,2
25.38,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.07,0.1,355,0.0,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.06,0.05,0.07,0.06,360,-0.0923076923077,0,0,0
25.31,25.38,24.94,25.69,0,0,0,0,0.08,0.06,0.06,0.11,355,0.0,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.08,0.05,0.05,0.09,355,0.0,0,0,0
25.81,26.75,25.5,26.25,118,25,49,35,0.7,0.14,0.17,0.12,415,-1.80769230769,0,0,1
25.44,25.44,25.44,26.13,9,10,45,32,0.07,0.05,0.06,0.1,355,0.0,0,0,0
26.19,26.06,25.88,26.31,0,0,0,0,0.06,0.05,0.07,0.06,1025,0.503846153846,0,0,0
25.56,25.5,25.19,25.63,0,0,0,0,0.07,0.04,0.05,0.09,430,-2.19230769231,0,0,0
25.19,25.19,24.63,25.56,0,0,0,0,0.08,0.05,0.06,0.06,360,0.0230769230769,0,0,0
26.19,25.75,25.75,26.31,115,24,180,12,0.82,1.05,2.21,0.73,735,1.42692307692,1,1,2
25.44,25.44,25.13,25.94,0,0,0,0,0.08,0.05,0.06,0.09,355,0.215384615385,0,0,0
25.63,25.63,25.25,25.81,0,0,0,0,0.07,0.05,0.06,0.06,525,-1.71153846154,0,0,0
26.19,25.75,25.81,26.38,115,24,180,12,0.07,0.05,0.06,0.07,745,1.34615384615,0,1,2
25.81,25.94,25.5,25.81,0,0,0,0,0.07,0.05,0.05,0.09,765,-2.26153846154,0,0,0
25.06,25.13,24.5,25.25,0,0,0,0,0.08,0.05,0.06,0.05,360,-0.0230769230769,0,0,0
26.19,25.81,25.81,26.31,114,24,176,10,0.07,0.06,0.09,0.06,785,1.53461538462,0,0,2
25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.06,0.06,0.1,355,0.0,0,0,0
25.19,25.25,24.69,25.56,0,0,0,0,0.07,0.05,0.06,0.05,360,0.0,0,0,0
26.0,25.88,25.63,26.06,0,0,0,0,0.08,0.05,0.06,0.06,915,-3.05769230769,0,0,0
25.25,25.25,24.69,25.63,0,0,0,0,0.07,0.05,0.06,0.06,360,0.0,0,0,0
25.44,25.44,25.0,25.69,0,0,0,0,0.06,0.06,0.06,0.05,370,0.0,0,0,0
25.06,25.0,24.44,25.31,5,5,24,16,0.08,0.05,0.05,0.06,360,0.0730769230769,0,0,0
25.31,25.38,24.94,25.44,0,0,0,0,0.08,0.04,0.06,0.09,350,-0.0923076923077,0,0,0
25.31,25.31,24.94,25.44,0,0,0,0,0.07,0.04,0.06,0.1,350,0.0,0,0,0
25.13,25.06,24.63,25.25,6,7,33,21,0.08,0.05,0.06,0.08,345,0.0,0,0,0
25.38,25.44,25.0,25.88,0,0,0,0,0.08,0.04,0.06,0.09,355,0.0,0,0,0
26.31,27.88,26.06,26.44,150,239,181,11,1.29,0.91,3.22,0.74,1220,1.34615384615,1,1,3
25.31,25.38,24.94,25.75,0,0,0,0,0.08,0.05,0.07,0.1,355,0.0,0,0,0
25.44,25.44,25.44,26.13,8,10,41,30,0.08,0.06,0.07,0.1,355,0.0,0,0,0
25.25,25.25,24.75,25.5,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0,0,0,0
25.94,27.0,25.5,26.25,14,14,68,49,0.06,0.07,0.06,0.07,620,-0.0307692307692,0,0,0
26.25,26.19,25.88,26.31,149,234,185,10,0.6,0.33,0.24,0.09,895,3.79615384615,0,0,3
25.44,25.44,25.19,26.0,0,0,0,0,0.08,0.05,0.06,0.1,355,0.184615384615,0,0,0
25.19,25.19,25.0,25.94,14,16,65,45,0.09,0.05,0.06,0.1,355,0.0,0,0,0
25.38,25.38,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.11,355,0.0,0,0,0
25.94,25.88,25.38,26.31,160,249,77,58,0.67,1.04,0.43,0.3,500,2.63461538462,0,0,2
25.56,25.56,25.19,25.63,0,0,0,0,0.07,0.05,0.05,0.08,480,-0.988461538462,0,0,0
26.13,26.13,25.56,26.25,119,24,201,19,1.59,0.17,0.26,0.12,565,1.09230769231,0,0,2
25.19,25.19,24.69,25.5,0,0,0,0,0.07,0.05,0.06,0.05,360,-0.0461538461538,0,0,0
26.38,28.13,26.13,26.5,142,226,170,10,2.17,1.75,3.65,1.52,1220,0.273076923077,1,1,3
25.0,25.06,24.63,25.31,7,7,36,24,0.08,0.05,0.06,0.06,360,-0.0461538461538,0,0,0
25.5,25.56,24.88,25.81,155,235,72,54,0.73,1.15,0.24,0.17,500,2.24615384615,0,0,2
25.13,25.06,24.63,25.13,6,6,30,20,0.08,0.05,0.06,0.08,345,0.0,0,0,0
25.38,25.38,24.94,25.81,0,0,0,0,0.07,0.05,0.06,0.09,355,0.0,0,0,0
25.06,25.06,24.44,25.31,0,0,4,3,0.08,0.05,0.07,0.05,355,-0.0307692307692,0,0,0
25.81,25.94,25.5,26.06,0,0,0,0,0.07,0.05,0.05,0.06,810,-2.88461538462,0,0,0
25.31,25.38,24.88,25.75,0,0,0,0,0.08,0.05,0.07,0.11,355,0.0,0,0,0
25.56,25.5,25.19,25.63,0,0,0,0,0.07,0.05,0.06,0.08,445,-1.52307692308,0,0,0
26.13,27.19,26.0,26.31,165,256,279,71,0.13,0.12,0.48,0.11,935,2.02692307692,1,0,3
25.38,25.44,25.06,25.88,0,0,0,0,0.07,0.06,0.07,0.1,350,-0.0115384615385,0,0,0
25.06,25.06,24.56,25.19,0,0,1,1,0.08,0.05,0.06,0.08,345,0.0,0,0,0
25.06,25.06,24.44,25.38,5,5,26,18,0.08,0.05,0.07,0.06,360,0.0615384615385,0,0,0
25.75,25.81,25.38,25.94,0,0,0,0,0.07,0.04,0.06,0.07,720,-2.13076923077,0,0,0
25.56,25.31,25.13,25.88,124,38,72,52,0.77,0.31,0.22,0.14,370,0.269230769231,1,0,1
25.19,25.19,24.81,25.69,12,14,55,39,0.08,0.05,0.06,0.06,360,-0.0269230769231,0,0,0
25.38,25.38,24.94,25.81,0,0,0,0,0.07,0.05,0.06,0.1,355,0.0,0,0,0
25.56,25.56,25.19,25.94,0,0,0,0,0.07,0.05,0.07,0.06,445,-1.20769230769,0,0,0
25.06,25.06,24.56,25.19,0,0,6,4,0.08,0.05,0.06,0.08,345,0.0,0,0,0
25.19,25.25,25.06,25.88,16,19,71,51,0.08,0.05,0.07,0.11,355,0.0,0,0,0
25.19,25.13,24.81,25.69,10,11,50,35,0.08,0.05,0.07,0.06,360,0.123076923077,0,0,0
25.44,25.44,24.94,25.75,0,0,0,0,0.06,0.05,0.06,0.06,370,-0.0115384615385,0,0,0
25.19,25.19,24.63,25.25,0,0,0,0,0.08,0.04,0.06,0.08,345,0.0,0,0,0
25.44,25.44,25.0,25.75,0,0,0,0,0.06,0.05,0.07,0.06,380,-0.288461538462,0,0,0
25.56,25.56,25.25,25.63,0,0,0,0,0.07,0.05,0.05,0.09,485,-1.57692307692,0,0,0
25.44,25.44,25.13,26.06,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0384615384615,0,0,0
25.44,25.44,25.31,26.13,1,1,7,5,0.08,0.05,0.07,0.11,350,0.0,0,0,0
25.13,25.25,24.75,25.31,0,0,0,0,0.07,0.05,0.05,0.09,345,0.0,0,0,0
25.69,25.75,25.38,25.88,0,0,0,0,0.07,0.05,0.07,0.06,655,-2.42692307692,0,0,0
25.38,25.44,25.06,25.81,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0884615384615,0,0,0
25.38,25.31,25.25,26.0,15,19,67,49,0.07,0.05,0.06,0.1,355,0.0,0,0,0
25.19,25.19,24.63,25.5,0,0,0,0,0.06,0.05,0.06,0.07,355,-0.126923076923,0,0,0
25.06,25.06,24.56,25.25,5,5,29,20,0.08,0.06,0.06,0.09,350,0.0,0,0,0
25.19,25.19,24.75,25.31,0,0,0,0,0.07,0.04,0.06,0.07,345,0.0,0,0,0
25.38,25.38,25.25,26.06,20,23,82,60,0.08,0.08,0.12,0.09,355,0.0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.1,355,0.0,0,0,0
25.56,25.56,25.13,25.69,0,0,0,0,0.07,0.05,0.06,0.07,430,-1.4,0,0,0
25.69,26.19,25.56,25.75,8,8,30,28,0.09,0.38,0.19,0.09,480,2.67692307692,0,1,3
25.25,25.25,24.75,25.56,0,0,0,0,0.07,0.06,0.06,0.05,360,-0.05,0,0,0
25.31,25.38,24.88,25.81,0,0,0,0,0.07,0.05,0.06,0.1,355,0.0,0,0,0
25.19,25.19,24.63,25.44,0,0,0,0,0.09,0.05,0.06,0.05,360,0.0,0,0,0
25.56,25.69,25.0,25.81,155,233,73,56,0.08,0.14,0.06,0.06,550,3.60769230769,0,0,2
25.31,25.31,25.25,25.94,17,20,74,53,0.07,0.05,0.06,0.1,355,0.0,0,0,0
25.25,25.19,24.69,25.56,0,0,0,0,0.07,0.06,0.06,0.06,360,-0.184615384615,0,0,0
26.13,25.75,25.63,26.25,118,27,198,24,0.08,0.07,0.81,0.08,630,0.35,0,0,2
25.38,25.38,25.0,25.88,0,0,0,0,0.08,0.06,0.06,0.09,355,0.0,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.07,0.07,365,-0.00384615384615,0,0,0
25.06,25.06,24.56,25.19,1,1,8,5,0.08,0.05,0.07,0.09,350,0.0,0,0,0
25.06,25.06,24.56,25.19,5,5,29,20,0.08,0.05,0.06,0.09,350,0.0,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,370,-0.0192307692308,0,0,0
25.19,25.19,24.69,25.25,0,0,0,0,0.08,0.05,0.06,0.08,345,0.0,0,0,0
25.31,25.25,25.13,25.88,16,19,70,50,0.08,0.04,0.07,0.1,355,0.0,0,0,0
25.06,25.06,24.5,25.19,2,2,11,6,0.08,0.05,0.05,0.08,345,0.0,0,0,0
25.25,24.94,24.75,25.69,123,35,59,45,0.28,0.05,0.07,0.06,425,1.15,0,0,1
25.88,25.81,25.56,26.13,0,0,0,0,0.07,0.05,0.06,0.06,805,-1.52307692308,0,0,0
25.06,25.0,24.44,25.31,0,0,5,4,0.08,0.05,0.07,0.06,355,0.0,0,0,0
25.31,25.31,25.19,26.0,17,20,73,53,0.07,0.05,0.19,0.11,355,0.0,0,0,0
25.31,25.31,24.81,25.63,0,0,0,0,0.07,0.05,0.06,0.06,360,-0.0384615384615,0,0,0
25.13,25.19,24.56,25.31,0,0,0,0,0.08,0.04,0.06,0.1,355,-0.0115384615385,0,0,0
25.44,25.5,25.06,25.81,0,0,0,0,0.07,0.05,0.06,0.07,385,-0.119230769231,0,0,0
25.5,25.31,25.06,25.88,123,37,67,49,0.41,0.09,0.37,0.22,365,0.273076923077,0,0,1
25.38,25.38,24.94,25.69,0,0,0,0,0.06,0.05,0.07,0.06,375,-0.0192307692308,0,0,0
25.19,25.19,24.75,25.25,0,0,0,0,0.08,0.05,0.05,0.09,345,0.0,0,0,0
25.38,25.44,25.06,25.88,0,0,0,0,0.08,0.05,0.07,0.1,355,-0.00384615384615,0,0,0
25.38,25.44,25.06,25.56,0,0,0,0,0.08,0.04,0.06,0.09,370,0.0,0,0,0
25.81,26.88,25.5,26.25,11,11,58,42,0.07,0.07,0.09,0.06,515,-1.41153846154,0,0,0
25.19,24.94,24.75,25.63,124,36,61,47,1.44,0.12,0.15,0.09,430,1.2,0,0,1
25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,0.09,355,0.0,0,0,0
25.06,25.13,24.5,25.44,5,5,24,16,0.07,0.05,0.06,0.06,360,0.0,0,0,0
25.25,25.25,24.75,25.56,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0,0,0,0
25.44,25.44,25.38,26.19,2,2,12,9,0.08,0.05,0.05,0.11,350,-0.0115384615385,0,0,0
25.44,25.44,25.38,26.13,2,3,14,10,0.08,0.06,0.07,0.1,350,-0.0346153846154,0,0,0
25.75,25.81,25.44,25.94,0,0,0,0,0.08,0.05,0.06,0.06,735,-2.10769230769,0,0,0
25.56,25.56,25.19,25.69,0,0,0,0,0.07,0.04,0.07,0.06,430,-1.36153846154,0,0,0
25.13,25.13,24.56,25.19,0,0,0,0,0.08,0.05,0.06,0.08,345,0.0,0,0,0
25.19,25.13,24.69,25.25,0,0,0,0,0.08,0.05,0.05,0.09,345,0.0,0,0,0
25.0,25.0,24.56,25.31,7,8,36,24,0.07,0.04,0.06,0.1,355,-0.153846153846,0,0,0
25.19,25.19,24.75,25.25,0,0,0,0,0.08,0.05,0.06,0.08,345,0.0,0,0,0
25.94,25.81,25.63,26.38,120,34,69,43,1.75,0.06,0.55,0.06,570,-1.26538461538,1,0,1
25.44,25.44,25.31,26.19,1,1,10,6,0.08,0.05,0.06,0.1,350,0.0,0,0,0
25.44,25.44,25.19,26.0,0,0,0,0,0.08,0.05,0.06,0.09,350,-0.0269230769231,0,0,0
25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0,0,0,0
25.06,25.13,24.5,25.44,1,1,8,5,0.06,0.06,0.06,0.06,360,0.15,0,0,0
25.13,25.06,24.56,25.13,5,5,25,17,0.08,0.04,0.06,0.09,345,0.0,0,0,0
26.06,27.13,25.5,26.31,14,15,70,51,0.08,0.07,0.06,0.06,660,2.37307692308,0,0,0
25.13,24.88,24.69,25.56,123,35,58,44,0.44,0.13,0.17,0.09,410,0.607692307692,1,0,1
25.0,25.06,24.56,25.19,6,6,33,21,0.07,0.05,0.06,0.05,360,0.0,0,0,0
25.19,25.19,24.69,25.25,0,0,0,0,0.07,0.04,0.05,0.09,345,0.0,0,0,0
25.81,25.75,25.44,26.06,0,0,0,0,0.07,0.04,0.06,0.07,730,-2.08461538462,0,0,0
25.13,25.13,24.56,25.5,0,0,0,0,0.08,0.05,0.05,0.05,360,0.0,0,0,0
25.44,25.44,25.25,26.06,0,0,0,0,0.07,0.06,0.06,0.1,350,0.0,0,0,0
25.94,26.19,25.81,25.94,147,232,175,22,0.1,0.31,0.07,0.6,815,1.59615384615,1,1,2
25.19,25.19,24.88,25.69,13,14,59,42,0.08,0.05,0.06,0.1,355,0.0,0,0,0
25.44,25.44,25.19,26.06,0,0,0,0,0.08,0.06,0.06,0.09,355,0.0846153846154,0,0,0
25.13,25.13,24.56,25.19,0,0,0,0,0.08,0.04,0.06,0.09,345,0.0,0,0,0
25.19,25.19,24.94,25.88,14,17,64,45,0.08,0.05,0.06,0.1,355,0.0,0,0,0
25.44,25.44,25.06,25.94,0,0,0,0,0.08,0.05,0.07,0.11,355,0.0,0,0,0
25.31,25.38,25.25,26.0,17,20,71,53,0.08,0.06,0.07,0.1,355,0.0,0,0,0
25.06,25.13,24.56,25.5,6,6,32,21,0.06,0.04,0.06,0.07,360,0.0,0,0,0
25.44,25.44,25.0,25.69,0,0,0,0,0.06,0.06,0.07,0.06,370,0.0,0,0,0
25.5,25.44,25.06,25.56,0,0,0,0,0.07,0.05,0.06,0.08,380,-0.126923076923,0,0,0
26.31,26.38,26.0,26.38,148,234,178,10,0.54,0.27,1.85,0.27,995,3.60769230769,1,0,3
25.19,25.19,24.63,25.5,0,0,0,0,0.07,0.05,0.07,0.06,360,0.0,0,0,0
25.31,25.31,24.88,25.69,0,0,0,0,0.07,0.04,0.06,0.06,370,-0.0423076923077,0,0,0
25.31,25.38,25.0,25.44,0,0,0,0,0.07,0.05,0.06,0.08,355,0.0,0,0,0
25.06,25.13,24.5,25.25,0,0,0,0,0.08,0.05,0.05,0.06,355,-0.0961538461538,0,0,0
25.38,25.38,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,360,-0.0961538461538,0,0,0
25.44,25.44,24.94,25.63,0,0,0,0,0.07,0.05,0.06,0.07,370,0.0,0,0,0
25.19,25.13,24.63,25.25,0,0,0,0,0.08,0.04,0.07,0.07,345,0.0,0,0,0
25.94,25.81,25.63,26.31,119,32,65,41,0.32,0.09,0.09,0.06,575,-0.946153846154,0,0,1
25.13,25.19,24.56,25.25,0,0,4,2,0.07,0.06,0.05,0.1,350,0.00769230769231,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.05,370,0.0,0,0,0
25.38,25.38,25.0,25.81,0,0,0,0,0.08,0.05,0.07,0.1,355,0.0,0,0,0
25.38,25.38,25.0,25.88,0,0,0,0,0.08,0.05,0.07,0.09,355,0.0,0,0,0
25.31,25.38,24.88,25.81,0,0,0,0,0.08,0.05,0.06,0.12,355,0.0,0,0,0
25.19,25.13,24.81,25.69,11,13,53,37,0.08,0.05,0.06,0.06,360,0.0653846153846,0,0,0
25.25,25.19,24.69,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,-0.0269230769231,0,0,0
25.06,25.06,24.63,25.25,5,6,30,20,0.07,0.05,0.07,0.09,350,0.0,0,0,0
25.19,25.19,24.69,25.63,0,0,0,0,0.07,0.05,0.06,0.05,360,0.0,0,0,0
25.13,25.13,24.56,25.19,0,0,0,0,0.08,0.04,0.05,0.09,345,0.0,0,0,0
26.25,25.88,25.94,26.31,149,240,180,12,0.08,0.23,0.13,0.06,830,1.86923076923,0,1,3
25.13,25.06,24.63,25.19,6,6,30,20,0.08,0.04,0.05,0.08,345,0.0,0,0,0
25.88,25.75,25.5,26.06,0,0,0,0,0.06,0.05,0.06,0.06,765,-2.45,0,0,0
25.44,25.44,25.06,25.88,0,0,0,0,0.07,0.05,0.06,0.1,355,-0.0461538461538,0,0,0
25.38,25.38,24.88,25.75,0,0,0,0,0.08,0.05,0.06,0.11,355,0.0,0,0,0
26.19,25.94,25.88,26.31,150,238,179,11,0.52,0.81,1.95,0.43,860,1.15384615385,0,1,3
25.13,25.13,24.69,25.44,7,7,36,24,0.06,0.05,0.07,0.07,360,-0.00769230769231,0,0,0
25.19,25.19,24.69,25.25,0,0,0,0,0.07,0.05,0.05,0.08,345,0.0,0,0,0
25.13,25.06,24.69,25.56,9,10,45,29,0.08,0.05,0.06,0.06,355,-0.0807692307692,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.06,0.06,0.07,0.06,365,-0.134615384615,0,0,0
25.13,25.13,24.63,25.25,0,0,0,0,0.08,0.05,0.06,0.08,345,0.0,0,0,0
25.69,26.38,25.56,25.75,9,9,33,30,0.43,0.27,0.1,0.15,425,2.44230769231,1,1,3
25.06,25.13,24.5,25.38,3,3,18,13,0.07,0.05,0.05,0.05,360,0.0653846153846,0,0,0
25.13,25.19,24.56,25.5,0,0,0,0,0.07,0.04,0.06,0.07,355,-0.192307692308,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.07,0.06,365,0.0,0,0,0
25.19,25.25,24.75,25.25,0,0,0,0,0.07,0.05,0.06,0.09,345,0.0,0,0,0
25.06,25.06,24.56,25.5,7,8,38,25,0.07,0.05,0.06,0.09,355,0.0,0,0,0
25.31,25.31,24.94,25.44,0,0,0,0,0.16,0.04,0.05,0.08,345,0.0,0,0,0
25.19,25.19,24.69,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0.0,0,0,0
25.94,26.0,25.75,26.31,14,19,85,53,0.07,0.05,0.06,0.06,715,-2.51923076923,0,0,0
25.69,25.75,25.31,25.94,0,0,0,0,0.07,0.05,0.06,0.06,640,-2.13076923077,0,0,0
25.38,25.38,25.0,25.81,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0,0,0,0
26.13,25.81,25.56,26.31,119,24,194,16,0.65,0.33,0.18,0.31,590,1.61923076923,1,1,2
25.13,25.13,24.5,25.38,0,0,0,0,0.08,0.05,0.06,0.06,360,0.0,0,0,0
25.38,25.38,24.94,25.75,0,0,0,0,0.08,0.05,0.06,0.07,365,0.0,0,0,0
25.0,24.75,24.56,25.44,121,34,53,40,0.41,0.1,0.1,0.09,390,0.388461538462,0,0,1
25.13,25.13,24.56,25.19,1,1,8,5,0.08,0.05,0.06,0.1,350,0.0,0,0,0
25.31,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.07,0.06,365,0.0346153846154,0,0,0
25.19,25.19,24.69,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0.0,0,0,0
25.13,25.13,24.56,25.38,0,0,0,0,0.08,0.05,0.07,0.05,355,-0.123076923077,0,0,0
25.25,25.31,24.81,25.75,0,0,0,0,0.09,0.04,0.06,0.1,355,0.0,0,0,0
26.25,26.19,25.94,26.31,114,19,179,7,0.53,0.12,0.21,0.11,1030,-0.165384615385,0,0,2
26.25,26.19,25.88,26.31,149,234,185,10,0.52,0.05,0.12,0.11,940,2.66923076923,0,0,3
25.44,25.44,24.94,25.69,0,0,0,0,0.07,0.04,0.06,0.06,365,-0.0461538461538,0,0,0
25.81,26.88,25.56,26.25,12,12,62,45,0.07,0.06,0.06,0.06,500,-1.63846153846,0,0,0
25.63,27.5,25.06,25.94,156,244,79,60,0.43,0.42,0.17,0.18,615,0.957692307692,1,0,2
25.19,25.25,24.69,25.5,0,0,0,0,0.07,0.06,0.06,0.1,355,0.0,0,0,0
25.13,25.19,24.5,25.44,0,0,0,0,0.07,0.05,0.05,0.06,355,0.25,0,0,0
25.25,25.25,24.88,25.31,0,0,0,0,0.07,0.04,0.05,0.09,345,0.0,0,0,0
25.25,25.25,24.88,25.38,0,0,0,0,0.08,0.05,0.06,0.08,345,0.0,0,0,0
25.06,25.13,24.5,25.44,5,5,25,17,0.07,0.05,0.06,0.06,360,0.0,0,0,0
25.38,25.44,25.06,25.94,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0153846153846,0,0,0
25.0,25.06,24.63,25.44,9,9,43,29,0.08,0.05,0.06,0.1,355,0.0,0,0,0
25.38,25.38,24.94,25.75,0,0,0,0,0.06,0.05,0.06,0.06,375,0.0,0,0,0
25.44,25.44,25.19,26.0,0,0,0,0,0.08,0.05,0.06,0.09,350,-0.146153846154,0,0,0
25.38,25.38,25.0,25.5,0,0,0,0,0.07,0.04,0.05,0.09,365,-0.0730769230769,0,0,0
25.06,25.0,24.44,25.31,2,2,12,7,0.07,0.05,0.07,0.06,355,0.00769230769231,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.08,0.06,0.06,0.1,355,0.0,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0,0,0,0
26.06,26.81,25.5,26.38,116,20,24,16,0.13,0.06,0.1,0.06,540,1.05384615385,0,0,1
25.38,25.38,24.88,25.69,0,0,0,0,0.06,0.05,0.06,0.06,365,0.0,0,0,0
25.06,25.13,24.5,25.38,1,1,10,6,0.07,0.05,0.06,0.06,360,0.0346153846154,0,0,0
25.88,27.0,25.5,26.31,14,15,71,52,0.07,0.07,0.07,0.07,555,-3.56923076923,0,0,0
25.19,25.19,24.75,25.25,0,0,0,0,0.07,0.05,0.05,0.09,345,0.0,0,0,0
